Algorithm,Model,Dataset,Parameters,MSE,MAE,R-Squared,Adj-R-Squared
RF,Model 4,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 20, n_estimators = 500",0.005332,0.046032,0.402969,0.393169
RF,Model 4,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 100",0.005317,0.045614,0.404625,0.394853
RF,Model 4,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 300",0.005344,0.046191,0.401565,0.391742
RF,Model 4,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 500",0.005319,0.046154,0.404349,0.394572
RF,Model 4,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 10, n_estimators = 100",0.004908,0.043697,0.450400,0.441379
RF,Model 4,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 10, n_estimators = 300",0.004884,0.043573,0.453038,0.444060
RF,Model 4,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 10, n_estimators = 500",0.004862,0.043432,0.455513,0.446575
RF,Model 4,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",0.004865,0.043312,0.455174,0.446231
RF,Model 4,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",0.004865,0.043398,0.455213,0.446270
RF,Model 4,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",0.004849,0.043273,0.457015,0.448103
RF,Model 4,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 5, n_estimators = 100",0.004874,0.043405,0.454225,0.445266
RF,Model 4,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 5, n_estimators = 300",0.004872,0.043525,0.454457,0.445503
RF,Model 4,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 5, n_estimators = 500",0.004847,0.043367,0.457283,0.448375
RF,Model 4,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",0.001524,0.024316,0.792777,0.792305
RF,Model 4,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",0.001522,0.024314,0.793059,0.792589
RF,Model 4,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",0.001523,0.024305,0.793011,0.792541
RF,Model 4,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",0.001706,0.025188,0.768085,0.767557
RF,Model 4,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",0.001702,0.025194,0.768629,0.768103
RF,Model 4,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 20, n_estimators = 500",0.001702,0.025190,0.768581,0.768055
RF,Model 4,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",0.001361,0.023648,0.815038,0.814617
RF,Model 4,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",0.001358,0.023642,0.815393,0.814973
RF,Model 4,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",0.001358,0.023641,0.815323,0.814903
RF,Model 4,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 10, n_estimators = 100",0.002510,0.032358,0.658764,0.657988
RF,Model 4,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 10, n_estimators = 300",0.002523,0.032283,0.657048,0.656268
RF,Model 4,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 10, n_estimators = 500",0.002510,0.032246,0.658791,0.658015
RF,Model 4,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 20, n_estimators = 100",0.002613,0.032354,0.644703,0.643894
RF,Model 4,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 20, n_estimators = 300",0.002673,0.032759,0.636598,0.635771
RF,Model 4,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 20, n_estimators = 500",0.002686,0.032884,0.634861,0.634031
RF,Model 4,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 5, n_estimators = 100",0.002308,0.031512,0.686229,0.685515
RF,Model 4,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 5, n_estimators = 300",0.002307,0.031553,0.686431,0.685717
RF,Model 4,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 5, n_estimators = 500",0.002298,0.031512,0.687547,0.686836
RF,Model 4,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 10, n_estimators = 100",0.002208,0.030012,0.699849,0.699166
RF,Model 4,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 10, n_estimators = 300",0.002208,0.029963,0.699775,0.699092
RF,Model 4,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 10, n_estimators = 500",0.002217,0.029967,0.698627,0.697942
RF,Model 4,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",0.002476,0.031155,0.663411,0.662645
RF,Model 4,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",0.002436,0.030864,0.668882,0.668129
RF,Model 4,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",0.002433,0.030846,0.669229,0.668477
RF,Model 4,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 5, n_estimators = 100",0.002014,0.029343,0.726202,0.725579
RF,Model 4,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 5, n_estimators = 300",0.002037,0.029450,0.723140,0.722510
RF,Model 4,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 5, n_estimators = 500",0.002040,0.029442,0.722656,0.722025
RF,Model 4,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",0.001283,0.021220,0.825583,0.825186
RF,Model 4,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",0.001279,0.021193,0.826183,0.825788
RF,Model 4,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",0.001279,0.021188,0.826086,0.825690
RF,Model 4,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",0.001602,0.023841,0.782175,0.781679
RF,Model 4,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",0.001597,0.023827,0.782841,0.782347
RF,Model 4,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 20, n_estimators = 500",0.001598,0.023824,0.782790,0.782296
RF,Model 4,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",0.000949,0.018422,0.870943,0.870649
RF,Model 4,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",0.000946,0.018401,0.871409,0.871116
RF,Model 4,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",0.000948,0.018405,0.871109,0.870816
RF,Model 4,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100",0.002113,0.028246,0.712724,0.712070
RF,Model 4,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300",0.002098,0.028136,0.714765,0.714116
RF,Model 4,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 500",0.002093,0.028100,0.715497,0.714850
RF,Model 4,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 100",0.002461,0.030428,0.665385,0.664624
RF,Model 4,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 300",0.002461,0.030436,0.665449,0.664688
RF,Model 4,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 500",0.002469,0.030466,0.664347,0.663584
RF,Model 4,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100",0.001680,0.025652,0.771667,0.771148
RF,Model 4,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300",0.001685,0.025579,0.770986,0.770465
RF,Model 4,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500",0.001677,0.025481,0.772017,0.771498
RF,Model 4,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 10, n_estimators = 100",0.001877,0.026329,0.744795,0.744215
RF,Model 4,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 10, n_estimators = 300",0.001882,0.026325,0.744209,0.743628
RF,Model 4,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 10, n_estimators = 500",0.001880,0.026277,0.744455,0.743874
RF,Model 4,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",0.002237,0.028710,0.695911,0.695219
RF,Model 4,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",0.002244,0.028662,0.694988,0.694294
RF,Model 4,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",0.002236,0.028613,0.696054,0.695362
RF,Model 4,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 5, n_estimators = 100",0.001474,0.023718,0.799676,0.799221
RF,Model 4,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 5, n_estimators = 300",0.001471,0.023638,0.799984,0.799530
RF,Model 4,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 5, n_estimators = 500",0.001477,0.023658,0.799218,0.798761
RF,Model 4,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",0.002143,0.029123,0.708641,0.707979
RF,Model 4,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",0.002145,0.029111,0.708352,0.707689
RF,Model 4,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",0.002146,0.029111,0.708238,0.707575
RF,Model 4,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",0.002175,0.029164,0.704285,0.703612
RF,Model 4,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",0.002175,0.029143,0.704299,0.703627
RF,Model 4,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 500",0.002174,0.029141,0.704437,0.703765
RF,Model 4,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",0.002122,0.029120,0.711575,0.710919
RF,Model 4,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",0.002122,0.029098,0.711554,0.710898
RF,Model 4,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",0.002123,0.029100,0.711448,0.710791
RF,Model 4,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 100",0.003781,0.040832,0.486037,0.484868
RF,Model 4,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 300",0.003797,0.041030,0.483861,0.482687
RF,Model 4,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 500",0.003744,0.040699,0.490966,0.489808
RF,Model 4,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 20, n_estimators = 100",0.003830,0.040986,0.479386,0.478202
RF,Model 4,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 20, n_estimators = 300",0.003828,0.041090,0.479630,0.478446
RF,Model 4,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 20, n_estimators = 500",0.003788,0.040791,0.485093,0.483922
RF,Model 4,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 100",0.003754,0.040707,0.489596,0.488435
RF,Model 4,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 300",0.003793,0.041085,0.484416,0.483243
RF,Model 4,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 500",0.003768,0.040902,0.487808,0.486643
RF,Model 4,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 10, n_estimators = 100",0.003370,0.038343,0.541893,0.540851
RF,Model 4,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 10, n_estimators = 300",0.003392,0.038430,0.538836,0.537787
RF,Model 4,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 10, n_estimators = 500",0.003387,0.038320,0.539537,0.538490
RF,Model 4,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",0.003361,0.038140,0.543127,0.542088
RF,Model 4,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",0.003392,0.038267,0.538922,0.537873
RF,Model 4,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",0.003393,0.038196,0.538694,0.537645
RF,Model 4,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 5, n_estimators = 100",0.003324,0.038175,0.548161,0.547134
RF,Model 4,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 5, n_estimators = 300",0.003358,0.038306,0.543553,0.542515
RF,Model 4,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 5, n_estimators = 500",0.003349,0.038187,0.544645,0.543609
Ridge,Model 1,Holdout Set,alpha = 1.0,0.057837,0.179184,-0.889477,-0.921527
Ridge,Model 1,Training Set,alpha = 1.0,0.027440,0.091607,0.285918,0.284287
Ridge,Model 2,Holdout Set,alpha = 1.0,0.043308,0.167781,-0.414833,-0.438831
Ridge,Model 2,Training Set,alpha = 1.0,0.027820,0.092314,0.282596,0.280908
Ridge,Model 3,Holdout Set,alpha = 1.0,0.007708,0.074357,0.136911,0.122069
Ridge,Model 3,Training Set,alpha = 1.0,0.002184,0.029434,0.700587,0.699895
Ridge,Model 4,Holdout Set,alpha = 1.0,0.003055,0.035487,0.657947,0.652065
Ridge,Model 4,Training Set,alpha = 1.0,0.002206,0.029643,0.700033,0.699318
XGB,Model 1,Holdout Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 100",0.023558,0.105502,0.230382,0.217328
XGB,Model 1,Holdout Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 300",0.021477,0.096675,0.298383,0.286482
XGB,Model 1,Holdout Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 500",0.021081,0.093996,0.311300,0.299618
XGB,Model 1,Holdout Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 100",0.022293,0.102897,0.271708,0.259355
XGB,Model 1,Holdout Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 300",0.020409,0.092958,0.333258,0.321949
XGB,Model 1,Holdout Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 500",0.020510,0.091515,0.329965,0.318600
XGB,Model 1,Holdout Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 100",0.021805,0.100855,0.287666,0.275583
XGB,Model 1,Holdout Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 300",0.021759,0.093210,0.289163,0.277106
XGB,Model 1,Holdout Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 500",0.021918,0.091467,0.283970,0.271824
XGB,Model 1,Holdout Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 100",0.020363,0.093992,0.334781,0.323498
XGB,Model 1,Holdout Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 300",0.020432,0.091240,0.332521,0.321200
XGB,Model 1,Holdout Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 500",0.022288,0.091370,0.271892,0.259542
XGB,Model 1,Holdout Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 100",0.020024,0.091075,0.345832,0.334736
XGB,Model 1,Holdout Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 300",0.020419,0.089805,0.332951,0.321637
XGB,Model 1,Holdout Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 500",0.021310,0.090872,0.303831,0.292023
XGB,Model 1,Holdout Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 100",0.021786,0.091778,0.288265,0.276193
XGB,Model 1,Holdout Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 300",0.021849,0.091042,0.286220,0.274113
XGB,Model 1,Holdout Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 500",0.022033,0.091204,0.280203,0.267994
XGB,Model 1,Holdout Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 100",0.020833,0.091431,0.319415,0.307871
XGB,Model 1,Holdout Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 300",0.023821,0.091657,0.221781,0.208581
XGB,Model 1,Holdout Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 500",0.026395,0.092986,0.137718,0.123092
XGB,Model 1,Holdout Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 100",0.020822,0.091145,0.319756,0.308217
XGB,Model 1,Holdout Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 300",0.022312,0.091488,0.271084,0.258720
XGB,Model 1,Holdout Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 500",0.022488,0.092001,0.265361,0.252900
XGB,Model 1,Holdout Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 100",0.022499,0.091737,0.264975,0.252508
XGB,Model 1,Holdout Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 300",0.023061,0.092811,0.246626,0.233848
XGB,Model 1,Holdout Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 500",0.023200,0.093680,0.242086,0.229231
XGB,Model 1,Training Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 100",0.025901,0.090148,0.325985,0.324445
XGB,Model 1,Training Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 300",0.020622,0.080488,0.463365,0.462139
XGB,Model 1,Training Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 500",0.018619,0.076885,0.515491,0.514384
XGB,Model 1,Training Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 100",0.022064,0.084595,0.425827,0.424515
XGB,Model 1,Training Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 300",0.015552,0.073785,0.595295,0.594371
XGB,Model 1,Training Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 500",0.013047,0.069938,0.660468,0.659692
XGB,Model 1,Training Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 100",0.018855,0.079995,0.509345,0.508224
XGB,Model 1,Training Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 300",0.011080,0.066731,0.711657,0.710998
XGB,Model 1,Training Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 500",0.008685,0.061895,0.774000,0.773483
XGB,Model 1,Training Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 100",0.018960,0.076926,0.506594,0.505467
XGB,Model 1,Training Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 300",0.014961,0.071487,0.610679,0.609790
XGB,Model 1,Training Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 500",0.013153,0.069221,0.657718,0.656936
XGB,Model 1,Training Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 100",0.013093,0.069946,0.659294,0.658516
XGB,Model 1,Training Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 300",0.008640,0.062311,0.775164,0.774650
XGB,Model 1,Training Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 500",0.007014,0.058209,0.817481,0.817064
XGB,Model 1,Training Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 100",0.008614,0.061888,0.775849,0.775337
XGB,Model 1,Training Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 300",0.004959,0.050663,0.870942,0.870647
XGB,Model 1,Training Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 500",0.003366,0.042543,0.912419,0.912219
XGB,Model 1,Training Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 100",0.016073,0.073051,0.581744,0.580788
XGB,Model 1,Training Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 300",0.012240,0.068274,0.681489,0.680762
XGB,Model 1,Training Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 500",0.010528,0.065778,0.726029,0.725403
XGB,Model 1,Training Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 100",0.010269,0.065319,0.732769,0.732158
XGB,Model 1,Training Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 300",0.006343,0.056007,0.834934,0.834557
XGB,Model 1,Training Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 500",0.004809,0.049919,0.874861,0.874575
XGB,Model 1,Training Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 100",0.006137,0.055404,0.840306,0.839942
XGB,Model 1,Training Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 300",0.002868,0.039369,0.925368,0.925197
XGB,Model 1,Training Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 500",0.001540,0.028967,0.959918,0.959827
XGB,Model 2,Holdout Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 100",0.025399,0.106449,0.170238,0.156163
XGB,Model 2,Holdout Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 300",0.022844,0.095035,0.253730,0.241071
XGB,Model 2,Holdout Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 500",0.022040,0.092390,0.279969,0.267756
XGB,Model 2,Holdout Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 100",0.023986,0.103616,0.216403,0.203112
XGB,Model 2,Holdout Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 300",0.021378,0.093240,0.301608,0.289762
XGB,Model 2,Holdout Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 500",0.020782,0.091235,0.321077,0.309561
XGB,Model 2,Holdout Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 100",0.023709,0.101443,0.225451,0.212313
XGB,Model 2,Holdout Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 300",0.023104,0.093776,0.245229,0.232426
XGB,Model 2,Holdout Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 500",0.023284,0.092413,0.239352,0.226450
XGB,Model 2,Holdout Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 100",0.022055,0.092606,0.279485,0.267264
XGB,Model 2,Holdout Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 300",0.021598,0.091401,0.294420,0.282452
XGB,Model 2,Holdout Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 500",0.022141,0.091335,0.276678,0.264409
XGB,Model 2,Holdout Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 100",0.020597,0.091274,0.327131,0.315718
XGB,Model 2,Holdout Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 300",0.022105,0.092101,0.277857,0.265608
XGB,Model 2,Holdout Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 500",0.022827,0.092551,0.254266,0.241617
XGB,Model 2,Holdout Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 100",0.022723,0.092769,0.257673,0.245081
XGB,Model 2,Holdout Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 300",0.022579,0.091403,0.262355,0.249843
XGB,Model 2,Holdout Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 500",0.022864,0.091806,0.253049,0.240379
XGB,Model 2,Holdout Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 100",0.022696,0.092566,0.258558,0.245981
XGB,Model 2,Holdout Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 300",0.023832,0.092714,0.221442,0.208236
XGB,Model 2,Holdout Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 500",0.025384,0.094456,0.170726,0.156659
XGB,Model 2,Holdout Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 100",0.021635,0.090629,0.293209,0.281221
XGB,Model 2,Holdout Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 300",0.024549,0.091858,0.198018,0.184415
XGB,Model 2,Holdout Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 500",0.024784,0.092478,0.190340,0.176606
XGB,Model 2,Holdout Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 100",0.023298,0.092892,0.238889,0.225979
XGB,Model 2,Holdout Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 300",0.023268,0.092552,0.239852,0.226958
XGB,Model 2,Holdout Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 500",0.023523,0.093344,0.231542,0.218508
XGB,Model 2,Training Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 100",0.026790,0.092491,0.309137,0.307511
XGB,Model 2,Training Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 300",0.020977,0.082521,0.459047,0.457774
XGB,Model 2,Training Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 500",0.018779,0.078226,0.515732,0.514592
XGB,Model 2,Training Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 100",0.022712,0.085647,0.414309,0.412931
XGB,Model 2,Training Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 300",0.015770,0.074708,0.593321,0.592363
XGB,Model 2,Training Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 500",0.013337,0.070591,0.656068,0.655258
XGB,Model 2,Training Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 100",0.019403,0.080803,0.499629,0.498451
XGB,Model 2,Training Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 300",0.011178,0.067249,0.711736,0.711058
XGB,Model 2,Training Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 500",0.008569,0.062013,0.779012,0.778492
XGB,Model 2,Training Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 100",0.018780,0.078127,0.515718,0.514579
XGB,Model 2,Training Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 300",0.014990,0.072045,0.613451,0.612541
XGB,Model 2,Training Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 500",0.013338,0.069688,0.656038,0.655229
XGB,Model 2,Training Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 100",0.013447,0.070614,0.653222,0.652406
XGB,Model 2,Training Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 300",0.008716,0.062685,0.775227,0.774698
XGB,Model 2,Training Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 500",0.007039,0.058314,0.818484,0.818057
XGB,Model 2,Training Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 100",0.008563,0.062065,0.779186,0.778667
XGB,Model 2,Training Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 300",0.004853,0.050351,0.874854,0.874560
XGB,Model 2,Training Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 500",0.003332,0.042328,0.914074,0.913871
XGB,Model 2,Training Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 100",0.016179,0.074024,0.582784,0.581802
XGB,Model 2,Training Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 300",0.012525,0.068739,0.677000,0.676240
XGB,Model 2,Training Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 500",0.010601,0.066127,0.726612,0.725969
XGB,Model 2,Training Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 100",0.010154,0.065576,0.738142,0.737526
XGB,Model 2,Training Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 300",0.006458,0.056562,0.833466,0.833074
XGB,Model 2,Training Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 500",0.004848,0.050330,0.874982,0.874688
XGB,Model 2,Training Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 100",0.006106,0.055357,0.842548,0.842177
XGB,Model 2,Training Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 300",0.002826,0.039066,0.927111,0.926940
