Model,Rank,Feature,Importance,Cumulative_Importance
Model 4,9,ROE_last1,0.014901610633894963,0.9318413697548555
Model 4,10,ROA_last1,0.01385144485272101,0.9456928146075766
Model 4,11,Last3mCumulativeRevenue_last1,0.006901176972890241,0.9525939915804669
Model 4,12,ClosingPrice_cur,0.0042777757972523615,0.9568717673777193
Model 4,13,EPS_last1,0.003573018062208198,0.9604447854399275
Model 4,14,VIX_YoY_Lag2,0.0027943795982348324,0.9632391650381623
Model 4,15,SOX_YoY_Lag3,0.0022558659399768365,0.9654950309781392
Model 4,16,GrossMargin_last1,0.002222505888716542,0.9677175368668557
Model 4,17,IXIC_YoY_Lag3,0.0019943557681223237,0.969711892634978
Model 4,18,IXIC_YoY_Lag1,0.0016877600273943433,0.9713996526623724
Model 4,19,RediscountRate_last1,0.001538700012473162,0.9729383526748455
Model 4,20,VIX_YoY_Lag1,0.0014956801729659817,0.9744340328478115
Model 4,1,QuarterlyVolatility_Lag1,0.38151674289859305,0.38151674289859305
Model 4,2,QuarterlyVolatility_Lag2,0.18095015492670546,0.5624668978252985
Model 4,3,Spread_cur,0.15863641885042815,0.7211033166757266
Model 4,4,QuarterlyVolatility_Lag3,0.08876041544420528,0.8098637321199319
Model 4,5,TradingMoney_cur,0.037800265860981015,0.847663997980913
Model 4,6,TradingTurnover_cur,0.02626341459380941,0.8739274125747224
Model 4,7,TradingVolume_cur,0.02383158134092339,0.8977589939156458
Model 4,8,Last3mCumulativeRevenueGrowthRate_last1,0.016134642759536078,0.913893636675182
Model 4,9,ROE_last1,0.015536699636004188,0.9294303363111862
Model 4,10,ROA_last1,0.013969639210167485,0.9433999755213537
Model 4,11,Last3mCumulativeRevenue_last1,0.007948353576670156,0.9513483290980238
Model 4,12,ClosingPrice_cur,0.005757018201047604,0.9571053472990714
Model 4,13,EPS_last1,0.003513853700822972,0.9606192009998944
Model 4,14,VIX_YoY_Lag2,0.0025561744269766997,0.9631753754268711
Model 4,15,GrossMargin_last1,0.0022061898110116605,0.9653815652378828
Model 4,16,SOX_YoY_Lag3,0.001872916349893615,0.9672544815877764
Model 4,17,VIX_YoY_Lag1,0.0017405411340689105,0.9689950227218453
Model 4,18,IXIC_YoY_Lag3,0.0015708918972350933,0.9705659146190805
Model 4,19,VIX_YoY_Lag3,0.0014206143598031388,0.9719865289788836
Model 4,20,TotalUnempPct_YoY_Lag1_last1,0.0014135220327659039,0.9734000510116495
Model 4,1,QuarterlyVolatility_Lag1,0.37844819800747814,0.37844819800747814
Model 4,2,QuarterlyVolatility_Lag2,0.18278474678315657,0.5612329447906347
Model 4,3,Spread_cur,0.16340920112471394,0.7246421459153486
Model 4,4,QuarterlyVolatility_Lag3,0.08805701609151129,0.8126991620068599
Model 4,5,TradingMoney_cur,0.03705915453937867,0.8497583165462386
Model 4,6,TradingTurnover_cur,0.027419907464987767,0.8771782240112264
Model 4,7,TradingVolume_cur,0.022539777837742355,0.8997180018489687
Model 4,8,ROE_last1,0.015137809640253902,0.9148558114892226
Model 4,9,Last3mCumulativeRevenueGrowthRate_last1,0.014478136403500446,0.9293339478927231
Model 4,10,ROA_last1,0.013779172485432424,0.9431131203781555
Model 4,11,Last3mCumulativeRevenue_last1,0.008393429723722068,0.9515065501018776
Model 4,12,ClosingPrice_cur,0.005703398724818455,0.9572099488266961
Model 4,13,EPS_last1,0.0032757893556929186,0.960485738182389
Model 4,14,GrossMargin_last1,0.002381191884527323,0.9628669300669164
Model 4,15,VIX_YoY_Lag2,0.0023743570418911612,0.9652412871088075
Model 4,16,VIX_YoY_Lag1,0.001718080572220018,0.9669593676810275
Model 4,17,SOX_YoY_Lag3,0.0017177981553747896,0.9686771658364023
Model 4,18,IXIC_YoY_Lag3,0.0015725448816221275,0.9702497107180245
Model 4,19,TotalUnempPct_YoY_last1,0.0015066961080386861,0.9717564068260631
Model 4,20,VIX_YoY_Lag3,0.0015016330775756881,0.9732580399036388
Model 4,1,QuarterlyVolatility_Lag1,0.3401577205461555,0.3401577205461555
Model 4,2,QuarterlyVolatility_Lag2,0.1720802430019864,0.5122379635481419
Model 4,3,Spread_cur,0.1508676422728853,0.6631056058210272
Model 4,4,QuarterlyVolatility_Lag3,0.08762963932719954,0.7507352451482268
Model 4,5,TradingVolume_cur,0.03910397256561681,0.7898392177138436
Model 4,6,TradingTurnover_cur,0.037103322387373884,0.8269425401012175
Model 4,7,TradingMoney_cur,0.034211032514849,0.8611535726160665
Model 4,8,Last3mCumulativeRevenueGrowthRate_last1,0.02190763530908804,0.8830612079251545
Model 4,9,ROE_last1,0.017935682881659556,0.9009968908068141
Model 4,10,ROA_last1,0.01641577747659098,0.9174126682834051
Model 4,11,Last3mCumulativeRevenue_last1,0.01235164888114177,0.9297643171645469
Model 4,12,ClosingPrice_cur,0.008036717330042974,0.9378010344945898
Model 4,13,EPS_last1,0.007717658632965293,0.9455186931275551
Model 4,14,GrossMargin_last1,0.004117545316173553,0.9496362384437287
Model 4,15,SOX_YoY_Lag3,0.003738949050952613,0.9533751874946813
Model 4,16,VIX_YoY_Lag2,0.003154997365119186,0.9565301848598005
Model 4,17,VIX_YoY_Lag1,0.002898270494748871,0.9594284553545493
Model 4,18,RediscountRate_last1,0.0024134066075814577,0.9618418619621308
Model 4,19,IXIC_YoY,0.0018848620230200066,0.9637267239851508
Model 4,20,IXIC_YoY_Lag3,0.0017452284274531097,0.9654719524126039
Model 4,1,QuarterlyVolatility_Lag1,0.3193968908787981,0.3193968908787981
Model 4,2,QuarterlyVolatility_Lag2,0.1863611817930986,0.5057580726718967
Model 4,3,Spread_cur,0.1492456232922338,0.6550036959641304
Model 4,4,QuarterlyVolatility_Lag3,0.08741809599132751,0.742421791955458
Model 4,5,TradingMoney_cur,0.03855086932620613,0.7809726612816641
Model 4,6,TradingVolume_cur,0.03738135533715649,0.8183540166188206
Model 4,7,TradingTurnover_cur,0.03680361773206672,0.8551576343508873
Model 4,8,Last3mCumulativeRevenueGrowthRate_last1,0.021290615009585886,0.8764482493604732
Model 4,9,ROE_last1,0.019721024269271043,0.8961692736297442
Model 4,10,ROA_last1,0.016182826332741797,0.912352099962486
Model 4,11,Last3mCumulativeRevenue_last1,0.012838914959069104,0.9251910149215551
Model 4,12,ClosingPrice_cur,0.009529934180932316,0.9347209491024874
Model 4,13,EPS_last1,0.007116986794456767,0.9418379358969441
Model 4,14,GrossMargin_last1,0.0046745292437330764,0.9465124651406772
Model 4,15,SOX_YoY_Lag3,0.003177007334494733,0.949689472475172
Model 4,16,VIX_YoY_Lag2,0.003086890218043176,0.9527763626932152
Model 4,17,VIX_YoY_Lag3,0.002738686597152775,0.955515049290368
Model 4,18,RediscountRate_last1,0.002571610364732055,0.9580866596551001
Model 4,19,VIX_YoY_Lag1,0.002480291932375719,0.9605669515874758
Model 4,20,TotalUnempPct_YoY_last1,0.001982353777616181,0.962549305365092
Model 4,1,QuarterlyVolatility_Lag1,0.3170808607871165,0.3170808607871165
Model 4,2,QuarterlyVolatility_Lag2,0.18203647011188046,0.49911733089899696
Model 4,3,Spread_cur,0.16186315227171283,0.6609804831707098
Model 4,4,QuarterlyVolatility_Lag3,0.09049584489811958,0.7514763280688294
Model 4,5,TradingMoney_cur,0.04049126425758027,0.7919675923264097
Model 4,6,TradingTurnover_cur,0.03618046257430133,0.828148054900711
Model 4,7,TradingVolume_cur,0.03291396668744003,0.861062021588151
Model 4,8,ROE_last1,0.019423308590102478,0.8804853301782535
Model 4,9,Last3mCumulativeRevenueGrowthRate_last1,0.018956065924831757,0.8994413961030853
Model 4,10,ROA_last1,0.016128984865552604,0.9155703809686379
Model 4,11,Last3mCumulativeRevenue_last1,0.012344861265218018,0.9279152422338559
Model 4,12,ClosingPrice_cur,0.009637191900256081,0.9375524341341119
Model 4,13,EPS_last1,0.006558060231284229,0.9441104943653962
Model 4,14,GrossMargin_last1,0.004109932901910659,0.9482204272673068
Model 4,15,VIX_YoY_Lag2,0.002925554505772717,0.9511459817730795
Model 4,16,SOX_YoY_Lag3,0.0028267775891635924,0.9539727593622431
Model 4,17,VIX_YoY_Lag1,0.0025647906153994727,0.9565375499776426
Model 4,18,VIX_YoY_Lag3,0.002413251870069648,0.9589508018477123
Model 4,19,RediscountRate_last1,0.0022697915850941478,0.9612205934328064
Model 4,20,TotalUnempPct_YoY_last1,0.002004205704091515,0.963224799136898
Model 4,1,QuarterlyVolatility_Lag1,0.3336055711382717,0.3336055711382717
Model 4,2,QuarterlyVolatility_Lag2,0.1623180294423067,0.4959236005805784
Model 4,3,Spread_cur,0.15848415654741463,0.654407757127993
Model 4,4,QuarterlyVolatility_Lag3,0.09037619394466415,0.7447839510726572
Model 4,5,TradingVolume_cur,0.04047915302809061,0.7852631041007477
Model 4,6,TradingMoney_cur,0.038145370025708364,0.8234084741264561
Model 4,7,TradingTurnover_cur,0.03621328617382133,0.8596217603002775
Model 4,8,Last3mCumulativeRevenueGrowthRate_last1,0.02292579590365993,0.8825475562039374
Model 4,9,ROE_last1,0.01745638776141335,0.9000039439653508
Model 4,10,ROA_last1,0.017090136275385966,0.9170940802407367
Model 4,11,Last3mCumulativeRevenue_last1,0.011840087190585198,0.9289341674313218
Model 4,12,ClosingPrice_cur,0.009424959922165898,0.9383591273534877
Model 4,13,EPS_last1,0.007882707759395204,0.946241835112883
Model 4,14,GrossMargin_last1,0.0037500099650829115,0.9499918450779659
Model 4,15,SOX_YoY_Lag3,0.003733505942566219,0.9537253510205321
Model 4,16,VIX_YoY_Lag1,0.0034304710479198617,0.957155822068452
Model 4,17,VIX_YoY_Lag2,0.0029220019283208963,0.9600778239967729
Model 4,18,RediscountRate_last1,0.002840716876210825,0.9629185408729837
Model 4,19,DJIA_YoY_Lag3,0.0019157903307152413,0.9648343312036989
Model 4,20,IXIC_YoY_Lag3,0.0017691965410121396,0.966603527744711
Model 4,1,QuarterlyVolatility_Lag1,0.3219694785790533,0.3219694785790533
Model 4,2,QuarterlyVolatility_Lag2,0.18487613932952404,0.5068456179085773
Model 4,3,Spread_cur,0.15507541209801665,0.661921030006594
Model 4,4,QuarterlyVolatility_Lag3,0.08514798608325826,0.7470690160898522
Model 4,5,TradingVolume_cur,0.03827834298607285,0.785347359075925
Model 4,6,TradingMoney_cur,0.03817322890146469,0.8235205879773897
Model 4,7,TradingTurnover_cur,0.035979750794157,0.8595003387715467
Model 4,8,Last3mCumulativeRevenueGrowthRate_last1,0.021528055784269855,0.8810283945558166
Model 4,9,ROE_last1,0.018527213404519703,0.8995556079603363
Model 4,10,ROA_last1,0.01631388310057416,0.9158694910609104
Model 4,11,Last3mCumulativeRevenue_last1,0.01207307028407691,0.9279425613449873
Model 4,12,ClosingPrice_cur,0.010060214218018055,0.9380027755630054
Model 4,13,EPS_last1,0.006460942552666612,0.944463718115672
Model 4,14,GrossMargin_last1,0.004189794307553373,0.9486535124232254
Model 4,15,SOX_YoY_Lag3,0.003141462949890318,0.9517949753731157
Model 4,16,VIX_YoY_Lag2,0.002903781506582954,0.9546987568796987
Model 4,17,RediscountRate_last1,0.0026675025208721353,0.9573662594005709
Model 4,18,VIX_YoY_Lag3,0.00266747894743552,0.9600337383480064
Model 4,19,VIX_YoY_Lag1,0.002589439856556945,0.9626231782045633
Model 4,20,TotalUnempPct_YoY_last1,0.0018804012543345257,0.9645035794588979
Model 4,1,QuarterlyVolatility_Lag1,0.3273615040485701,0.3273615040485701
Model 4,2,QuarterlyVolatility_Lag2,0.18150472365349757,0.5088662277020677
Model 4,3,Spread_cur,0.16432080553867232,0.67318703324074
Model 4,4,QuarterlyVolatility_Lag3,0.08704092575337163,0.7602279589941117
Model 4,5,TradingMoney_cur,0.038061474416920135,0.7982894334110318
Model 4,6,TradingTurnover_cur,0.03562552772387009,0.8339149611349018
Model 4,7,TradingVolume_cur,0.03283075755400855,0.8667457186889104
Model 4,8,Last3mCumulativeRevenueGrowthRate_last1,0.018639809362749324,0.8853855280516597
Model 4,9,ROE_last1,0.018064625228053882,0.9034501532797136
Model 4,10,ROA_last1,0.015839547269717057,0.9192897005494306
Model 4,11,Last3mCumulativeRevenue_last1,0.01178022958928766,0.9310699301387183
Model 4,12,ClosingPrice_cur,0.009642740462556532,0.9407126706012748
Model 4,13,EPS_last1,0.0060987084396704186,0.9468113790409453
Model 4,14,GrossMargin_last1,0.0037424304032973644,0.9505538094442426
Model 4,15,VIX_YoY_Lag2,0.0027116283738040565,0.9532654378180466
Model 4,16,VIX_YoY_Lag1,0.002707612587167696,0.9559730504052143
Model 4,17,SOX_YoY_Lag3,0.002699180896146433,0.9586722313013607
Model 4,18,VIX_YoY_Lag3,0.0024347276177382276,0.9611069589190989
Model 4,19,RediscountRate_last1,0.002371518038790143,0.963478476957889
Model 4,20,TotalUnempPct_YoY_last1,0.0018935781401568884,0.9653720550980459
Model 4,1,QuarterlyVolatility_Lag1,0.3408436375204178,0.3408436375204178
Model 4,2,QuarterlyVolatility_Lag2,0.1740381813900509,0.5148818189104687
Model 4,3,Spread_cur,0.1516449312352139,0.6665267501456826
Model 4,4,QuarterlyVolatility_Lag3,0.08106976819771589,0.7475965183433986
Model 4,5,TradingMoney_cur,0.04316907492182214,0.7907655932652207
Model 4,6,TradingVolume_cur,0.03968879801763107,0.8304543912828517
Model 4,7,TradingTurnover_cur,0.034173212698559725,0.8646276039814115
Model 4,8,Last3mCumulativeRevenueGrowthRate_last1,0.02204609565803486,0.8866736996394463
Model 4,9,ROE_last1,0.017963348446343046,0.9046370480857894
Model 4,10,ROA_last1,0.015619213816575436,0.9202562619023648
Model 4,11,Last3mCumulativeRevenue_last1,0.01144985958338281,0.9317061214857476
Model 4,12,ClosingPrice_cur,0.007815367697391197,0.9395214891831388
Model 4,13,EPS_last1,0.0071357627763631555,0.946657251959502
Model 4,14,SOX_YoY_Lag3,0.003685271813550599,0.9503425237730526
Model 4,15,VIX_YoY_Lag1,0.003527039822200889,0.9538695635952535
Model 4,16,GrossMargin_last1,0.0031638692446724235,0.9570334328399259
Model 4,17,VIX_YoY_Lag2,0.002765437456366021,0.959798870296292
Model 4,18,RediscountRate_last1,0.002568993185809712,0.9623678634821017
Model 4,19,VIX_YoY_Lag3,0.0019928242770544044,0.9643606877591561
Model 4,20,SOX_YoY,0.0018264285966746335,0.9661871163558307
Model 4,1,QuarterlyVolatility_Lag1,0.32895870379743575,0.32895870379743575
Model 4,2,QuarterlyVolatility_Lag2,0.18847580749867035,0.5174345112961061
Model 4,3,Spread_cur,0.15136807431172503,0.6688025856078311
Model 4,4,QuarterlyVolatility_Lag3,0.08283934630418961,0.7516419319120208
Model 4,5,TradingVolume_cur,0.0388534533137806,0.7904953852258014
Model 4,6,TradingMoney_cur,0.0373111896785831,0.8278065749043846
Model 4,7,TradingTurnover_cur,0.037192415175112126,0.8649989900794968
Model 4,8,Last3mCumulativeRevenueGrowthRate_last1,0.020048834966317458,0.8850478250458143
Model 4,9,ROE_last1,0.018002742942218746,0.903050567988033
Model 4,10,ROA_last1,0.014929428371982384,0.9179799963600154
Model 4,11,Last3mCumulativeRevenue_last1,0.01127056099927939,0.9292505573592947
Model 4,12,ClosingPrice_cur,0.0091302748268104,0.9383808321861051
Model 4,13,EPS_last1,0.006644711022080553,0.9450255432081857
Model 4,14,GrossMargin_last1,0.003505849477402392,0.9485313926855881
Model 4,15,SOX_YoY_Lag3,0.0029556882327223767,0.9514870809183105
Model 4,16,VIX_YoY_Lag2,0.0028069629805801124,0.9542940438988906
Model 4,17,VIX_YoY_Lag3,0.0027082755975429773,0.9570023194964336
Model 4,18,VIX_YoY_Lag1,0.002630381341300714,0.9596327008377342
Model 4,19,RediscountRate_last1,0.0026129027352910796,0.9622456035730254
Model 4,20,TotalUnempPct_YoY_last1,0.001674960375229705,0.9639205639482551
Model 4,1,QuarterlyVolatility_Lag1,0.32885475663741703,0.32885475663741703
Model 4,2,QuarterlyVolatility_Lag2,0.18068503097944336,0.5095397876168604
Model 4,3,Spread_cur,0.16459331049278866,0.674133098109649
Model 4,4,QuarterlyVolatility_Lag3,0.08776310459516518,0.7618962027048142
Model 4,5,TradingMoney_cur,0.037331712835592085,0.7992279155404063
Model 4,6,TradingTurnover_cur,0.0368681676857021,0.8360960832261084
Model 4,7,TradingVolume_cur,0.033590051434035144,0.8696861346601436
Model 4,8,Last3mCumulativeRevenueGrowthRate_last1,0.018087185503990477,0.887773320164134
Model 4,9,ROE_last1,0.018076147676770227,0.9058494678409043
Model 4,10,ROA_last1,0.015146154037891577,0.9209956218787958
Model 4,11,Last3mCumulativeRevenue_last1,0.01130518909994167,0.9323008109787375
Model 4,12,ClosingPrice_cur,0.008915714502585053,0.9412165254813226
Model 4,13,EPS_last1,0.005892286604594591,0.9471088120859172
Model 4,14,GrossMargin_last1,0.003551892447876143,0.9506607045337934
Model 4,15,VIX_YoY_Lag2,0.0027722713474168147,0.9534329758812102
Model 4,16,VIX_YoY_Lag1,0.0026407198491476083,0.9560736957303578
Model 4,17,SOX_YoY_Lag3,0.002610261845822519,0.9586839575761803
Model 4,18,RediscountRate_last1,0.002473373118883934,0.9611573306950643
Model 4,19,VIX_YoY_Lag3,0.002409726405614827,0.9635670571006791
Model 4,20,TotalUnempPct_YoY_last1,0.0016734849381462135,0.9652405420388254
Model 4,1,QuarterlyVolatility_Lag1,0.8799095847678242,0.8799095847678242
Model 4,2,Spread_cur,0.0850815197786399,0.9649911045464641
Model 4,3,QuarterlyVolatility_Lag3,0.015145117931911905,0.980136222478376
Model 4,4,QuarterlyVolatility_Lag2,0.0030170429316209836,0.9831532654099969
Model 4,5,ROE_last1,0.0020063012159915418,0.9851595666259885
Model 4,6,FnG_YoY,0.0011674376212726662,0.9863270042472612
Model 4,7,FnG_YoY_Lag2,0.0010909834636407354,0.987417987710902
Model 4,8,TradingMoney_cur,0.0009890063792823301,0.9884069940901843
Model 4,9,Last3mCumulativeRevenueGrowthRate_last1,0.0009232184954094818,0.9893302125855937
Model 4,10,ROA_last1,0.0008815492438664482,0.9902117618294601
Model 4,11,FnG_YoY_Lag1,0.0006799517097268214,0.9908917135391869
Model 4,12,TotalUnempPct_YoY_Lag3_last1,0.0006576259869494361,0.9915493395261363
Model 4,13,VIX_YoY_Lag1,0.000609470531313871,0.9921588100574502
Model 4,14,OverallIndex_YoY_last1,0.0005993965150089349,0.9927582065724592
Model 4,15,IXIC_YoY_Lag1,0.0005185378562755445,0.9932767444287347
Model 4,16,SP500_YoY,0.0005088662794584909,0.9937856107081932
Model 4,17,TradingVolume_cur,0.00044614163916014896,0.9942317523473533
Model 4,18,IXIC_YoY_Lag2,0.00041178662033788884,0.9946435389676912
Model 4,19,RediscountRate_YoY_Lag3_last1,0.0003473209827409879,0.9949908599504322
Model 4,20,OverallIndex_YoY_Lag2_last1,0.0003375247029666072,0.9953283846533988
Model 4,1,QuarterlyVolatility_Lag1,0.8798102002592101,0.8798102002592101
Model 4,2,Spread_cur,0.08585359840853113,0.9656637986677412
Model 4,3,QuarterlyVolatility_Lag3,0.014711992424936319,0.9803757910926776
Model 4,4,QuarterlyVolatility_Lag2,0.0025103544335348684,0.9828861455262125
Model 4,5,ROE_last1,0.002269420769337447,0.9851555662955499
Model 4,6,FnG_YoY,0.0010345638750734675,0.9861901301706234
Model 4,7,Last3mCumulativeRevenueGrowthRate_last1,0.0010062106522045595,0.9871963408228279
Model 4,8,ROA_last1,0.0009115689869020504,0.98810790980973
Model 4,9,TradingMoney_cur,0.0007489283718660203,0.988856838181596
Model 4,10,TotalUnempPct_YoY_Lag3_last1,0.0007173661013155728,0.9895742042829115
Model 4,11,FnG_YoY_Lag2,0.0007009882506654108,0.990275192533577
Model 4,12,SP500_YoY,0.0006730890743513614,0.9909482816079284
Model 4,13,TradingVolume_cur,0.000636480070900371,0.9915847616788287
Model 4,14,Last3mCumulativeRevenue_last1,0.000636398006818707,0.9922211596856474
Model 4,15,IXIC_YoY_Lag1,0.000565640704027616,0.992786800389675
Model 4,16,OverallIndex_YoY_last1,0.0005075554705567813,0.9932943558602318
Model 4,17,VIX_YoY_Lag1,0.0004783828125804944,0.9937727386728124
Model 4,18,FnG_YoY_Lag1,0.00047248336247577975,0.9942452220352881
Model 4,19,TotalUnempPct_YoY_last1,0.00042049172468453585,0.9946657137599726
Model 4,20,IXIC_YoY_Lag2,0.00038129156660894424,0.9950470053265815
Model 4,1,QuarterlyVolatility_Lag1,0.8801975256306274,0.8801975256306274
Model 4,2,Spread_cur,0.08576023328765583,0.9659577589182832
Model 4,3,QuarterlyVolatility_Lag3,0.01452491680438015,0.9804826757226633
Model 4,4,ROE_last1,0.00246649321139197,0.9829491689340553
Model 4,5,QuarterlyVolatility_Lag2,0.002301218748288499,0.9852503876823437
Model 4,6,FnG_YoY,0.0010899279367540514,0.9863403156190977
Model 4,7,Last3mCumulativeRevenueGrowthRate_last1,0.0009120064106748001,0.9872523220297725
Model 4,8,ROA_last1,0.0008656525460006993,0.9881179745757732
Model 4,9,TotalUnempPct_YoY_Lag3_last1,0.0007831228467556883,0.9889010974225289
Model 4,10,TradingVolume_cur,0.0007337663068609862,0.9896348637293898
Model 4,11,TradingMoney_cur,0.0007203329175503303,0.9903551966469402
Model 4,12,FnG_YoY_Lag2,0.0007054778108394582,0.9910606744577796
Model 4,13,Last3mCumulativeRevenue_last1,0.0006463357952641557,0.9917070102530438
Model 4,14,SP500_YoY,0.0006220803665558898,0.9923290906195996
Model 4,15,VIX_YoY_Lag1,0.0005156396136991167,0.9928447302332988
Model 4,16,FnG_YoY_Lag1,0.0005047776693937036,0.9933495079026925
Model 4,17,OverallIndex_YoY_last1,0.0004898993140955482,0.9938394072167881
Model 4,18,IXIC_YoY_Lag1,0.00048799356211273845,0.9943274007789008
Model 4,19,TotalUnempPct_YoY_last1,0.0004258738314382646,0.994753274610339
Model 4,20,TradingTurnover_cur,0.00039949365248532814,0.9951527682628244
Model 4,1,QuarterlyVolatility_Lag1,0.8851159786458749,0.8851159786458749
Model 4,2,Spread_cur,0.08539068014696885,0.9705066587928437
Model 4,3,QuarterlyVolatility_Lag3,0.01464551189726262,0.9851521706901063
Model 4,4,QuarterlyVolatility_Lag2,0.0016670729518632966,0.9868192436419696
Model 4,5,ROE_last1,0.0015586157720391448,0.9883778594140088
Model 4,6,FnG_YoY,0.001042636864664683,0.9894204962786735
Model 4,7,TradingMoney_cur,0.001026152723712535,0.990446649002386
Model 4,8,Last3mCumulativeRevenueGrowthRate_last1,0.0009559783213109735,0.991402627323697
Model 4,9,FnG_YoY_Lag2,0.0008210534378944683,0.9922236807615915
Model 4,10,TotalUnempPct_YoY_Lag3_last1,0.0007139118089399336,0.9929375925705315
Model 4,11,ROA_last1,0.0007065401834925127,0.993644132754024
Model 4,12,SP500_YoY,0.0005765713996170941,0.994220704153641
Model 4,13,IXIC_YoY_Lag2,0.0004354535080500945,0.9946561576616911
Model 4,14,OverallIndex_YoY_last1,0.00039112632465460143,0.9950472839863458
Model 4,15,TradingVolume_cur,0.00036885804478350043,0.9954161420311293
Model 4,16,RediscountRate_YoY_Lag3_last1,0.0003656267040111601,0.9957817687351405
Model 4,17,IXIC_YoY_Lag1,0.00034744182568009546,0.9961292105608206
Model 4,18,GrossMargin_last1,0.00034317980586703005,0.9964723903666877
Model 4,19,DJIA_YoY,0.0002977017508768508,0.9967700921175645
Model 4,20,DJIA_YoY_Lag1,0.0002748981846102839,0.9970449903021747
Model 4,1,QuarterlyVolatility_Lag1,0.8847113966513802,0.8847113966513802
Model 4,2,Spread_cur,0.08628350495049587,0.9709949016018761
Model 4,3,QuarterlyVolatility_Lag3,0.014014737667347501,0.9850096392692236
Model 4,4,ROE_last1,0.001842781416217042,0.9868524206854407
Model 4,5,QuarterlyVolatility_Lag2,0.001545740829254655,0.9883981615146953
Model 4,6,FnG_YoY,0.0010039903483042387,0.9894021518629995
Model 4,7,Last3mCumulativeRevenueGrowthRate_last1,0.0009464174027656917,0.9903485692657652
Model 4,8,TradingMoney_cur,0.0008249118758718372,0.9911734811416371
Model 4,9,TotalUnempPct_YoY_Lag3_last1,0.0007398077308760052,0.9919132888725131
Model 4,10,ROA_last1,0.000706440839014589,0.9926197297115277
Model 4,11,SP500_YoY,0.0006718818892696006,0.9932916116007973
Model 4,12,FnG_YoY_Lag2,0.0006098285043811442,0.9939014401051784
Model 4,13,IXIC_YoY_Lag1,0.0005211312216005248,0.994422571326779
Model 4,14,TradingVolume_cur,0.0004899832611055713,0.9949125545878846
Model 4,15,IXIC_YoY_Lag2,0.0003871136258186413,0.9952996682137033
Model 4,16,RediscountRate_YoY_Lag3_last1,0.00033254967798059096,0.9956322178916839
Model 4,17,DJIA_YoY_Lag1,0.0003055821498960367,0.99593780004158
Model 4,18,DJIA_YoY,0.00029118602132540474,0.9962289860629053
Model 4,19,OverallIndex_YoY_last1,0.00026844139667982783,0.9964974274595851
Model 4,20,TotalUnempPct_YoY_last1,0.0002472018609648046,0.99674462932055
Model 4,1,QuarterlyVolatility_Lag1,0.8850485043593523,0.8850485043593523
Model 4,2,Spread_cur,0.08609904169137646,0.9711475460507288
Model 4,3,QuarterlyVolatility_Lag3,0.0140602276133508,0.9852077736640796
Model 4,4,ROE_last1,0.0018699862412487579,0.9870777599053284
Model 4,5,QuarterlyVolatility_Lag2,0.0015238906307642487,0.9886016505360927
Model 4,6,FnG_YoY,0.0011317613035049183,0.9897334118395976
Model 4,7,Last3mCumulativeRevenueGrowthRate_last1,0.0008935106943982189,0.9906269225339959
Model 4,8,TotalUnempPct_YoY_Lag3_last1,0.0007941835031843864,0.9914211060371803
Model 4,9,TradingMoney_cur,0.0006750864445783367,0.9920961924817586
Model 4,10,ROA_last1,0.0006337293552903098,0.9927299218370489
Model 4,11,FnG_YoY_Lag2,0.00062799059980777,0.9933579124368567
Model 4,12,SP500_YoY,0.0005628850172127568,0.9939207974540695
Model 4,13,TradingVolume_cur,0.0005106606345817086,0.9944314580886512
Model 4,14,IXIC_YoY_Lag1,0.0004619794934719335,0.9948934375821231
Model 4,15,IXIC_YoY_Lag2,0.00035565771677864365,0.9952490952989017
Model 4,16,TotalUnempPct_YoY_last1,0.0003023823705881708,0.9955514776694899
Model 4,17,RediscountRate_YoY_Lag3_last1,0.00028616947135153356,0.9958376471408414
Model 4,18,DJIA_YoY_Lag1,0.0002849133760235198,0.996122560516865
Model 4,19,DJIA_YoY,0.0002795059136434097,0.9964020664305084
Model 4,20,OverallIndex_YoY_last1,0.0002489724985940603,0.9966510389291025
Model 4,1,QuarterlyVolatility_Lag1,0.8883282922945397,0.8883282922945397
Model 4,2,Spread_cur,0.08539982745774477,0.9737281197522845
Model 4,3,QuarterlyVolatility_Lag3,0.014353984686295422,0.9880821044385799
Model 4,4,QuarterlyVolatility_Lag2,0.0015106017142946988,0.9895927061528746
Model 4,5,ROE_last1,0.0009081517313792018,0.9905008578842538
Model 4,6,FnG_YoY,0.000874652896098708,0.9913755107803525
Model 4,7,Last3mCumulativeRevenueGrowthRate_last1,0.0008680352317042024,0.9922435460120567
Model 4,8,FnG_YoY_Lag2,0.0008601358956260615,0.9931036819076827
Model 4,9,TotalUnempPct_YoY_Lag3_last1,0.0005865563412032502,0.993690238248886
Model 4,10,SP500_YoY,0.0005605009955655727,0.9942507392444516
Model 4,11,IXIC_YoY_Lag2,0.00044238120383312664,0.9946931204482847
Model 4,12,IXIC_YoY_Lag1,0.00039808158680156713,0.9950912020350863
Model 4,13,RediscountRate_YoY_Lag3_last1,0.00036987514645663006,0.9954610771815429
Model 4,14,TotalUnempPct_YoY_Lag1_last1,0.00036329885494847125,0.9958243760364913
Model 4,15,DJIA_YoY,0.00033113945981732727,0.9961555154963087
Model 4,16,TradingMoney_cur,0.00029358502069170477,0.9964491005170003
