Algorithm,Model,Parameters,Rank,Feature,Importance,Cumulative_Importance
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 10, n_estimators = 500",17,FnG_QoQ_Lag3,0.003052050363272699,0.9261842539872422
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 10, n_estimators = 500",18,FnG_QoQ_Lag2,0.003028759144567053,0.9292130131318093
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 10, n_estimators = 500",19,SOX_QoQ,0.002993612496619543,0.9322066256284288
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 10, n_estimators = 500",20,FnG_QoQ,0.002932613568223513,0.9351392391966523
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",1,QuarterlyVolatility_Lag1,0.3882601537238203,0.3882601537238203
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",2,Spread_cur,0.16521355661617296,0.5534737103399933
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",3,QuarterlyVolatility_Lag2,0.15533628554241985,0.7088099958824131
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",4,QuarterlyVolatility_Lag3,0.0705825892247598,0.7793925851071729
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",5,TradingMoney_cur,0.02880539031928098,0.8081979754264539
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",6,TradingTurnover_cur,0.02783131584681157,0.8360292912732654
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",7,TradingVolume_cur,0.0183303607438029,0.8543596520170683
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",8,ROE_last1,0.014313739659104544,0.8686733916761729
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",9,Last3mCumulativeRevenue_last1,0.01357252773579902,0.8822459194119718
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",10,ROA_last1,0.013123142568218973,0.8953690619801908
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",11,Last3mCumulativeRevenueGrowthRate_last1,0.012119377277737271,0.9074884392579281
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",12,ClosingPrice_cur,0.008024594140054244,0.9155130333979824
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",13,GrossMargin_last1,0.005915691058836668,0.9214287244568191
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",14,EPS_last1,0.005539014615928798,0.9269677390727479
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",15,VIX_QoQ_Lag2,0.003652726733888083,0.9306204658066359
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",16,VIX_QoQ,0.0034144068970510576,0.934034872703687
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",17,VIX_QoQ_Lag3,0.002707529806492321,0.9367424025101794
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",18,DJIA_QoQ,0.0026200929307650714,0.9393624954409444
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",19,SOX_QoQ,0.0025745627905367162,0.9419370582314811
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",20,FnG_QoQ,0.0025523812260273564,0.9444894394575085
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",1,QuarterlyVolatility_Lag1,0.42082694376791996,0.42082694376791996
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",2,QuarterlyVolatility_Lag2,0.14849405867245705,0.569321002440377
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",3,Spread_cur,0.1447529285798219,0.7140739310201989
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",4,QuarterlyVolatility_Lag3,0.06456783921548517,0.778641770235684
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",5,TradingMoney_cur,0.028801397462327596,0.8074431676980116
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",6,TradingTurnover_cur,0.02717243818494749,0.8346156058829591
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",7,TradingVolume_cur,0.02058544915476086,0.85520105503772
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",8,Last3mCumulativeRevenue_last1,0.015559188682309521,0.8707602437200296
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",9,ROE_last1,0.01419756830666552,0.8849578120266951
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",10,Last3mCumulativeRevenueGrowthRate_last1,0.012636755538759903,0.897594567565455
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",11,ROA_last1,0.011839991981972263,0.9094345595474272
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",12,ClosingPrice_cur,0.007988518996932453,0.9174230785443597
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",13,EPS_last1,0.00597799476623113,0.9234010733105908
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",14,GrossMargin_last1,0.005858087943139281,0.9292591612537301
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",15,VIX_QoQ_Lag2,0.0031083787559960537,0.9323675400097261
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",16,VIX_QoQ,0.0030476031899481894,0.9354151431996743
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",17,FnG_QoQ_Lag3,0.0025125539317931585,0.9379276971314675
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",18,SOX_QoQ,0.0024826104982444957,0.940410307629712
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",19,VIX_QoQ_Lag1,0.002400446328120909,0.9428107539578329
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",20,DJIA_QoQ,0.002362569345942492,0.9451733233037753
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",1,QuarterlyVolatility_Lag1,0.41166373465629236,0.41166373465629236
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",2,QuarterlyVolatility_Lag2,0.1532670366303755,0.5649307712866678
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",3,Spread_cur,0.15009617697882793,0.7150269482654957
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",4,QuarterlyVolatility_Lag3,0.06345884543364401,0.7784857936991397
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",5,TradingMoney_cur,0.028991556429064307,0.807477350128204
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",6,TradingTurnover_cur,0.026572356211362728,0.8340497063395668
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",7,TradingVolume_cur,0.02071602488114136,0.8547657312207081
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",8,Last3mCumulativeRevenue_last1,0.015785011224027194,0.8705507424447353
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",9,ROE_last1,0.014735280973317635,0.885286023418053
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",10,Last3mCumulativeRevenueGrowthRate_last1,0.012156079843292485,0.8974421032613454
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",11,ROA_last1,0.011776895086779102,0.9092189983481246
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",12,ClosingPrice_cur,0.007844437607305276,0.9170634359554298
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",13,EPS_last1,0.005859567653265758,0.9229230036086956
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",14,GrossMargin_last1,0.005720432088526843,0.9286434356972224
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",15,VIX_QoQ_Lag2,0.003370231263570054,0.9320136669607925
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",16,VIX_QoQ,0.002847293013908622,0.9348609599747011
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",17,FnG_QoQ_Lag3,0.002698470787283023,0.9375594307619841
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",18,SOX_QoQ,0.0025213831646784665,0.9400808139266625
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",19,VIX_QoQ_Lag1,0.0025191021175573203,0.9425999160442199
RF,Model 3,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",20,VIX_QoQ_Lag3,0.0025013298909416066,0.9451012459351615
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100",1,QuarterlyVolatility_Lag1,0.2988095856441949,0.2988095856441949
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100",2,QuarterlyVolatility_Lag2,0.14545876180358341,0.4442683474477783
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100",3,Spread_cur,0.14117240060641298,0.5854407480541913
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100",4,QuarterlyVolatility_Lag3,0.07334901867621096,0.6587897667304023
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100",5,TradingTurnover_cur,0.03423000842874401,0.6930197751591464
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100",6,TradingMoney_cur,0.03347462687058559,0.7264944020297319
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100",7,TradingVolume_cur,0.030882679166101813,0.7573770811958337
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100",8,Last3mCumulativeRevenue_last1,0.02420772182953411,0.7815848030253678
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100",9,ROA_last1,0.023248919773133987,0.8048337227985018
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100",10,Last3mCumulativeRevenueGrowthRate_last1,0.023191044697119606,0.8280247674956215
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100",11,ROE_last1,0.022776153675705357,0.8508009211713269
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100",12,ClosingPrice_cur,0.01807553790982278,0.8688764590811496
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100",13,EPS_last1,0.015583816982903726,0.8844602760640533
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100",14,GrossMargin_last1,0.013471191790886397,0.8979314678549397
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100",15,VIX_QoQ_Lag2,0.0041007804952029716,0.9020322483501427
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100",16,VIX_QoQ_Lag3,0.0039828296367692955,0.906015077986912
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100",17,VIX_QoQ_Lag1,0.003962855389501012,0.9099779333764131
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100",18,SOX_QoQ,0.003533551370090465,0.9135114847465036
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100",19,FnG_QoQ_Lag3,0.0034411721167705773,0.9169526568632741
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100",20,FnG_QoQ_Lag2,0.0033771137848513186,0.9203297706481254
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300",1,QuarterlyVolatility_Lag1,0.32365207389395795,0.32365207389395795
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300",2,QuarterlyVolatility_Lag2,0.14487515956911165,0.46852723346306957
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300",3,Spread_cur,0.1329777300010888,0.6015049634641584
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300",4,QuarterlyVolatility_Lag3,0.06747714291138424,0.6689821063755426
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300",5,TradingMoney_cur,0.03395071637608938,0.7029328227516319
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300",6,TradingTurnover_cur,0.032702930075117286,0.7356357528267492
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300",7,TradingVolume_cur,0.030039438947532845,0.765675191774282
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300",8,Last3mCumulativeRevenue_last1,0.023451904822720828,0.7891270965970029
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300",9,ROE_last1,0.022198009793422447,0.8113251063904253
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300",10,Last3mCumulativeRevenueGrowthRate_last1,0.021984605997979922,0.8333097123884052
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300",11,ROA_last1,0.02151878610657637,0.8548284984949817
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300",12,ClosingPrice_cur,0.017372003864275256,0.872200502359257
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300",13,EPS_last1,0.015142792785982146,0.8873432951452391
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300",14,GrossMargin_last1,0.0131603033834179,0.900503598528657
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300",15,VIX_QoQ_Lag2,0.003837671997494224,0.9043412705261512
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300",16,VIX_QoQ_Lag1,0.003709941870498213,0.9080512123966494
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300",17,VIX_QoQ,0.00340852471362877,0.9114597371102782
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300",18,VIX_QoQ_Lag3,0.0033468890296932717,0.9148066261399714
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300",19,SOX_QoQ,0.003303458449747328,0.9181100845897188
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300",20,TotalUnempPct_last1,0.0030956776756683314,0.9212057622653871
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500",1,QuarterlyVolatility_Lag1,0.3257736219381629,0.3257736219381629
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500",2,QuarterlyVolatility_Lag2,0.1423093729613206,0.46808299489948346
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500",3,Spread_cur,0.13787283543447004,0.6059558303339535
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500",4,QuarterlyVolatility_Lag3,0.0664052121920867,0.6723610425260402
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500",5,TradingMoney_cur,0.03407561824155153,0.7064366607675918
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500",6,TradingTurnover_cur,0.03265743633267097,0.7390940971002627
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500",7,TradingVolume_cur,0.028792849676096823,0.7678869467763596
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500",8,Last3mCumulativeRevenue_last1,0.02315874555947495,0.7910456923358345
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500",9,ROE_last1,0.022959926110154134,0.8140056184459887
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500",10,Last3mCumulativeRevenueGrowthRate_last1,0.02135379379974583,0.8353594122457345
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500",11,ROA_last1,0.020671474688032525,0.856030886933767
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500",12,ClosingPrice_cur,0.017080923475514605,0.8731118104092817
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500",13,EPS_last1,0.014761227491674517,0.8878730379009562
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500",14,GrossMargin_last1,0.013067517320850264,0.9009405552218064
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500",15,VIX_QoQ_Lag2,0.003796376078554566,0.9047369313003609
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500",16,VIX_QoQ_Lag1,0.003660990424646825,0.9083979217250078
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500",17,VIX_QoQ,0.00334152880800334,0.9117394505330111
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500",18,VIX_QoQ_Lag3,0.003324776095919374,0.9150642266289305
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500",19,SOX_QoQ,0.003258083962740382,0.9183223105916709
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500",20,FnG_QoQ_Lag3,0.003053055832334255,0.9213753664240052
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100",1,QuarterlyVolatility_Lag1,0.34282850743211457,0.34282850743211457
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100",2,QuarterlyVolatility_Lag2,0.1477072690702303,0.49053577650234487
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100",3,Spread_cur,0.14596005231425013,0.6364958288165949
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100",4,QuarterlyVolatility_Lag3,0.06836069843565896,0.7048565272522539
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100",5,TradingMoney_cur,0.03258393838946851,0.7374404656417224
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100",6,TradingVolume_cur,0.029146261187777286,0.7665867268294997
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100",7,TradingTurnover_cur,0.029081030075191458,0.7956677569046912
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100",8,ROE_last1,0.02068512750334181,0.816352884408033
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100",9,ROA_last1,0.020412850488466548,0.8367657348964995
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100",10,Last3mCumulativeRevenue_last1,0.020171034044157553,0.8569367689406571
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100",11,Last3mCumulativeRevenueGrowthRate_last1,0.01825005987986475,0.8751868288205218
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100",12,ClosingPrice_cur,0.012127649531589638,0.8873144783521114
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100",13,EPS_last1,0.011796569230452317,0.8991110475825638
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100",14,GrossMargin_last1,0.009566015595047472,0.9086770631776112
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100",15,VIX_QoQ_Lag2,0.003985176922645276,0.9126622401002565
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100",16,VIX_QoQ_Lag1,0.0035709819153206613,0.9162332220155772
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100",17,SOX_QoQ_Lag3,0.0031538478944468803,0.9193870699100241
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100",18,VIX_QoQ,0.0030805090537210592,0.9224675789637451
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100",19,SOX_QoQ,0.003049666280237899,0.925517245243983
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100",20,VIX_QoQ_Lag3,0.0029938388380305304,0.9285110840820135
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300",1,QuarterlyVolatility_Lag1,0.3566139103121148,0.3566139103121148
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300",2,QuarterlyVolatility_Lag2,0.14263183353825687,0.4992457438503717
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300",3,Spread_cur,0.1386853891253602,0.6379311329757319
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300",4,QuarterlyVolatility_Lag3,0.06610774749616073,0.7040388804718927
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300",5,TradingMoney_cur,0.03343389358304205,0.7374727740549347
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300",6,TradingTurnover_cur,0.03243577838671089,0.7699085524416456
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300",7,TradingVolume_cur,0.027015184406703006,0.7969237368483486
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300",8,Last3mCumulativeRevenue_last1,0.021309897476639743,0.8182336343249883
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300",9,ROE_last1,0.019792761204020695,0.838026395529009
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300",10,ROA_last1,0.01874501523416086,0.8567714107631699
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300",11,Last3mCumulativeRevenueGrowthRate_last1,0.018314406734467235,0.8750858174976371
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300",12,ClosingPrice_cur,0.013566465782102854,0.88865228327974
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300",13,EPS_last1,0.011656019530067188,0.9003083028098072
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300",14,GrossMargin_last1,0.009898856141605884,0.9102071589514131
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300",15,VIX_QoQ_Lag2,0.0034902721906375344,0.9136974311420507
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300",16,VIX_QoQ_Lag1,0.003297617226645548,0.9169950483686963
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300",17,SOX_QoQ_Lag3,0.003069632406570383,0.9200646807752667
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300",18,VIX_QoQ_Lag3,0.003019203799045065,0.9230838845743118
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300",19,FnG_QoQ_Lag3,0.0029780071984084823,0.9260618917727202
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300",20,VIX_QoQ,0.0028563123249718287,0.9289182040976921
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 500",1,QuarterlyVolatility_Lag1,0.34602443469444544,0.34602443469444544
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 500",2,QuarterlyVolatility_Lag2,0.1457361614481706,0.491760596142616
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 500",3,Spread_cur,0.14409688577882587,0.6358574819214419
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 500",4,QuarterlyVolatility_Lag3,0.068917426088529,0.7047749080099709
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 500",5,TradingMoney_cur,0.03344823826555125,0.7382231462755221
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 500",6,TradingTurnover_cur,0.031818155165266544,0.7700413014407886
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 500",7,TradingVolume_cur,0.027287783422409513,0.7973290848631982
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 500",8,Last3mCumulativeRevenue_last1,0.021013090839865137,0.8183421757030633
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 500",9,ROE_last1,0.020384508084417212,0.8387266837874805
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 500",10,ROA_last1,0.018270604456413007,0.8569972882438935
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 500",11,Last3mCumulativeRevenueGrowthRate_last1,0.017930686502750877,0.8749279747466444
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 500",12,ClosingPrice_cur,0.013660280833469636,0.888588255580114
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 500",13,EPS_last1,0.011127783722305802,0.8997160393024198
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 500",14,GrossMargin_last1,0.009965445555761279,0.9096814848581811
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 500",15,VIX_QoQ_Lag2,0.003420900824458531,0.9131023856826397
