Algorithm,Model,Parameters,Rank,Feature,Importance,Cumulative_Importance
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 100",4,SOX_YoY_Lag3,0.03141988068819046,0.4905301630496979
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 100",5,QuarterlyVolatility_Lag3,0.03058830462396145,0.5211184620857239
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 100",6,TotalUnempPct_YoY_Lag1_last1,0.028008747845888138,0.5491272211074829
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 100",7,DJIA_YoY_Lag2,0.023051273077726364,0.5721784830093384
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 100",8,FnG_YoY_Lag2,0.021159879863262177,0.5933383703231812
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 100",9,FnG_YoY,0.02097209170460701,0.6143104434013367
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 100",10,IXIC_YoY_Lag1,0.02096175216138363,0.635272204875946
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 100",11,DJIA_YoY,0.020869722589850426,0.6561419367790222
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 100",12,ROA_last1,0.020820392295718193,0.6769623160362244
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 100",13,SOX_YoY_Lag2,0.019675515592098236,0.6966378092765808
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 100",14,VIX_YoY,0.018806127831339836,0.7154439091682434
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 100",15,EPS_last1,0.018129020929336548,0.7335729598999023
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 100",16,Last3mCumulativeRevenue_last1,0.01735970564186573,0.7509326934814453
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 100",17,TotalUnempPct_YoY_Lag3_last1,0.016724664717912674,0.7676573395729065
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 100",18,OverallIndex_last1,0.014853050000965595,0.7825103998184204
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 100",19,RediscountRate_YoY_last1,0.01445644348859787,0.7969668507575989
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 100",20,TotalUnempPct_YoY_last1,0.014377979561686516,0.8113448023796082
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 300",1,QuarterlyVolatility_Lag1,0.31361132860183716,0.31361132860183716
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 300",2,Spread_cur,0.04991715028882027,0.3635284900665283
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 300",3,SP500_YoY,0.03412506729364395,0.3976535499095917
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 300",4,SOX_YoY_Lag3,0.03324832394719124,0.4309018850326538
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 300",5,FnG_YoY,0.030843419954180717,0.4617452919483185
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 300",6,IXIC_YoY_Lag1,0.02800496481359005,0.4897502660751343
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 300",7,DJIA_YoY_Lag1,0.026578612625598907,0.5163288712501526
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 300",8,DJIA_YoY_Lag2,0.023511439561843872,0.5398403406143188
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 300",9,TotalUnempPct_YoY_last1,0.02246544510126114,0.5623058080673218
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 300",10,OverallIndex_YoY_Lag2_last1,0.021633755415678024,0.5839395523071289
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 300",11,FnG_YoY_Lag2,0.020419947803020477,0.60435950756073
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 300",12,RediscountRate_YoY_last1,0.020048921927809715,0.6244084239006042
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 300",13,QuarterlyVolatility_Lag3,0.01999286748468876,0.6444013118743896
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 300",14,TotalUnempPct_YoY_Lag3_last1,0.01984740048646927,0.6642487049102783
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 300",15,Quarter_4,0.01826374977827072,0.6825124621391296
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 300",16,SOX_YoY_Lag2,0.017422473058104515,0.6999349594116211
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 300",17,TotalUnempPct_YoY_Lag1_last1,0.01650639809668064,0.7164413332939148
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 300",18,VIX_YoY_Lag2,0.015871135517954826,0.7323124408721924
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 300",19,VIX_YoY,0.015076367184519768,0.7473887801170349
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 300",20,TotalUnempPct_YoY_Lag2_last1,0.014847216196358204,0.7622359991073608
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 500",1,QuarterlyVolatility_Lag1,0.30397167801856995,0.30397167801856995
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 500",2,Spread_cur,0.04958809167146683,0.3535597622394562
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 500",3,SOX_YoY_Lag3,0.03806965425610542,0.3916294276714325
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 500",4,SP500_YoY,0.03421907499432564,0.42584851384162903
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 500",5,IXIC_YoY_Lag1,0.029236577451229095,0.4550850987434387
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 500",6,DJIA_YoY_Lag2,0.027361594140529633,0.48244670033454895
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 500",7,FnG_YoY,0.02449304796755314,0.5069397687911987
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 500",8,FnG_YoY_Lag2,0.02293713204562664,0.5298768877983093
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 500",9,TotalUnempPct_YoY_Lag3_last1,0.02255295403301716,0.5524298548698425
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 500",10,TotalUnempPct_YoY_last1,0.022158900275826454,0.5745887756347656
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 500",11,Quarter_4,0.02176881767809391,0.5963575839996338
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 500",12,RediscountRate_YoY_last1,0.020291712135076523,0.6166492700576782
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 500",13,DJIA_YoY_Lag1,0.018222445622086525,0.6348717212677002
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 500",14,QuarterlyVolatility_Lag3,0.01774711348116398,0.6526188254356384
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 500",15,SOX_YoY_Lag2,0.017537593841552734,0.6701564192771912
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 500",16,OverallIndex_YoY_Lag1_last1,0.016762083396315575,0.6869184970855713
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 500",17,VIX_YoY_Lag3,0.01553537417203188,0.7024538516998291
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 500",18,TotalUnempPct_YoY_Lag1_last1,0.01540444977581501,0.7178583145141602
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 500",19,TotalUnempPct_YoY_Lag2_last1,0.014122096821665764,0.7319803833961487
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 500",20,VIX_YoY,0.014089595526456833,0.7460699677467346
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 100",1,QuarterlyVolatility_Lag1,0.2974182963371277,0.2974182963371277
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 100",2,Spread_cur,0.03989962488412857,0.33731791377067566
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 100",3,SP500_YoY_Lag2,0.03809624910354614,0.3754141628742218
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 100",4,SOX_YoY_Lag3,0.023285580798983574,0.39869973063468933
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 100",5,DJIA_YoY_Lag3,0.021715402603149414,0.42041513323783875
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 100",6,TotalUnempPct_YoY_Lag2_last1,0.021495847031474113,0.441910982131958
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 100",7,FnG_YoY,0.02131063863635063,0.46322160959243774
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 100",8,SP500_YoY,0.0196697860956192,0.48289138078689575
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 100",9,FnG_YoY_Lag2,0.018713122233748436,0.5016044974327087
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 100",10,RediscountRate_YoY_Lag1_last1,0.018133342266082764,0.5197378396987915
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 100",11,QuarterlyVolatility_Lag3,0.017478924244642258,0.5372167825698853
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 100",12,DJIA_YoY_Lag2,0.017460264265537262,0.5546770691871643
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 100",13,IXIC_YoY_Lag2,0.017238600179553032,0.5719156861305237
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 100",14,DJIA_YoY_Lag1,0.01679556630551815,0.5887112617492676
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 100",15,TotalUnempPct_YoY_Lag3_last1,0.015886222943663597,0.6045975089073181
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 100",16,DJIA_YoY,0.015800120308995247,0.6203976273536682
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 100",17,TradingTurnover_cur,0.015031697228550911,0.635429322719574
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 100",18,FnG_YoY_Lag3,0.014719551429152489,0.650148868560791
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 100",19,OverallIndex_YoY_Lag1_last1,0.014236317947506905,0.664385199546814
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 100",20,RediscountRate_YoY_Lag2_last1,0.014045755378901958,0.67843097448349
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 300",1,QuarterlyVolatility_Lag1,0.25285372138023376,0.25285372138023376
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 300",2,SP500_YoY_Lag2,0.04285239428281784,0.2957061231136322
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 300",3,Spread_cur,0.03645580634474754,0.33216193318367004
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 300",4,RediscountRate_YoY_Lag1_last1,0.028513183817267418,0.3606751263141632
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 300",5,SOX_YoY_Lag3,0.02846236526966095,0.38913750648498535
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 300",6,DJIA_YoY_Lag2,0.02336154878139496,0.4124990701675415
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 300",7,RediscountRate_YoY_Lag2_last1,0.02320476993918419,0.435703843832016
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 300",8,FnG_YoY,0.021722503006458282,0.4574263393878937
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 300",9,FnG_YoY_Lag2,0.020501870661973953,0.4779282212257385
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 300",10,SP500_YoY,0.018735552206635475,0.49666377902030945
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 300",11,IXIC_YoY_Lag1,0.01848335564136505,0.5151471495628357
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 300",12,DJIA_YoY_Lag1,0.01830674149096012,0.5334538817405701
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 300",13,IXIC_YoY_Lag2,0.01764892041683197,0.5511028170585632
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 300",14,OverallIndex_YoY_Lag1_last1,0.01698901318013668,0.5680918097496033
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 300",15,FnG_YoY_Lag3,0.016349395737051964,0.5844411849975586
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 300",16,QuarterlyVolatility_Lag3,0.015669070184230804,0.6001102328300476
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 300",17,DJIA_YoY_Lag3,0.01541813649237156,0.6155283451080322
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 300",18,TotalUnempPct_YoY_Lag3_last1,0.015259629115462303,0.6307879686355591
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 300",19,DJIA_YoY,0.01415257528424263,0.6449405550956726
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 300",20,OverallIndex_last1,0.014110532589256763,0.6590510606765747
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 500",1,QuarterlyVolatility_Lag1,0.23490802943706512,0.23490802943706512
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 500",2,SP500_YoY_Lag2,0.05460073798894882,0.28950875997543335
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 500",3,Spread_cur,0.03667091205716133,0.3261796832084656
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 500",4,DJIA_YoY_Lag2,0.027261188253760338,0.35344088077545166
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 500",5,SOX_YoY_Lag3,0.026087230071425438,0.37952810525894165
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 500",6,RediscountRate_YoY_Lag2_last1,0.023140471428632736,0.4026685655117035
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 500",7,RediscountRate_YoY_Lag1_last1,0.022639933973550797,0.425308495759964
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 500",8,IXIC_YoY_Lag1,0.021548360586166382,0.44685685634613037
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 500",9,FnG_YoY,0.01966584473848343,0.4665226936340332
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 500",10,DJIA_YoY_Lag1,0.019619669765233994,0.4861423671245575
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 500",11,FnG_YoY_Lag2,0.018641401082277298,0.5047837495803833
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 500",12,IXIC_YoY_Lag2,0.017184002324938774,0.5219677686691284
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 500",13,OverallIndex_YoY_Lag1_last1,0.017005901783704758,0.5389736890792847
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 500",14,TotalUnempPct_YoY_Lag3_last1,0.016800684854388237,0.5557743906974792
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 500",15,SP500_YoY,0.01663496159017086,0.5724093317985535
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 500",16,FnG_YoY_Lag3,0.016323212534189224,0.5887325406074524
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 500",17,OverallIndex_last1,0.015952063724398613,0.604684591293335
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 500",18,Quarter_2,0.015564213506877422,0.6202487945556641
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 500",19,QuarterlyVolatility_Lag3,0.015144241973757744,0.6353930234909058
XGB,Model 4,"learning_rate = 0.1, max_depth = 5, n_estimators = 500",20,RediscountRate_YoY_Lag3_last1,0.015137169510126114,0.650530219078064
XGB,Model 4,"learning_rate = 0.1, max_depth = 7, n_estimators = 100",1,QuarterlyVolatility_Lag1,0.2555353045463562,0.2555353045463562
XGB,Model 4,"learning_rate = 0.1, max_depth = 7, n_estimators = 100",2,SP500_YoY_Lag2,0.05282187834382057,0.3083571791648865
XGB,Model 4,"learning_rate = 0.1, max_depth = 7, n_estimators = 100",3,Spread_cur,0.04017513617873192,0.3485323190689087
XGB,Model 4,"learning_rate = 0.1, max_depth = 7, n_estimators = 100",4,IXIC_YoY_Lag2,0.028787214308977127,0.3773195445537567
XGB,Model 4,"learning_rate = 0.1, max_depth = 7, n_estimators = 100",5,DJIA_YoY_Lag1,0.024095620959997177,0.4014151692390442
XGB,Model 4,"learning_rate = 0.1, max_depth = 7, n_estimators = 100",6,SOX_YoY_Lag3,0.02050328440964222,0.42191845178604126
XGB,Model 4,"learning_rate = 0.1, max_depth = 7, n_estimators = 100",7,IXIC_YoY_Lag1,0.020003261044621468,0.4419217109680176
XGB,Model 4,"learning_rate = 0.1, max_depth = 7, n_estimators = 100",8,DJIA_YoY_Lag3,0.019611872732639313,0.4615335762500763
XGB,Model 4,"learning_rate = 0.1, max_depth = 7, n_estimators = 100",9,FnG_YoY,0.018787696957588196,0.4803212881088257
XGB,Model 4,"learning_rate = 0.1, max_depth = 7, n_estimators = 100",10,FnG_YoY_Lag2,0.017820773646235466,0.4981420636177063
XGB,Model 4,"learning_rate = 0.1, max_depth = 7, n_estimators = 100",11,TotalUnempPct_YoY_Lag3_last1,0.01698734611272812,0.5151293873786926
XGB,Model 4,"learning_rate = 0.1, max_depth = 7, n_estimators = 100",12,TotalUnempPct_YoY_Lag2_last1,0.016940828412771225,0.5320702195167542
XGB,Model 4,"learning_rate = 0.1, max_depth = 7, n_estimators = 100",13,DJIA_YoY,0.016886908560991287,0.548957109451294
XGB,Model 4,"learning_rate = 0.1, max_depth = 7, n_estimators = 100",14,TotalUnempPct_last1,0.015584353357553482,0.5645414590835571
XGB,Model 4,"learning_rate = 0.1, max_depth = 7, n_estimators = 100",15,IXIC_YoY_Lag3,0.015556997619569302,0.5800984501838684
XGB,Model 4,"learning_rate = 0.1, max_depth = 7, n_estimators = 100",16,QuarterlyVolatility_Lag3,0.015514315105974674,0.5956127643585205
XGB,Model 4,"learning_rate = 0.1, max_depth = 7, n_estimators = 100",17,RediscountRate_YoY_Lag2_last1,0.015173695050179958,0.6107864379882812
XGB,Model 4,"learning_rate = 0.1, max_depth = 7, n_estimators = 100",18,SP500_YoY,0.014426840469241142,0.6252132654190063
XGB,Model 4,"learning_rate = 0.1, max_depth = 7, n_estimators = 100",19,TotalUnempPct_YoY_Lag1_last1,0.014273644424974918,0.6394869089126587
XGB,Model 4,"learning_rate = 0.1, max_depth = 7, n_estimators = 100",20,ROE_last1,0.014258199371397495,0.6537451148033142
XGB,Model 4,"learning_rate = 0.1, max_depth = 7, n_estimators = 300",1,QuarterlyVolatility_Lag1,0.19416381418704987,0.19416381418704987
XGB,Model 4,"learning_rate = 0.1, max_depth = 7, n_estimators = 300",2,SP500_YoY_Lag2,0.08549335598945618,0.27965718507766724
XGB,Model 4,"learning_rate = 0.1, max_depth = 7, n_estimators = 300",3,Spread_cur,0.03885335847735405,0.3185105323791504
XGB,Model 4,"learning_rate = 0.1, max_depth = 7, n_estimators = 300",4,IXIC_YoY_Lag2,0.0363762192428112,0.3548867404460907
XGB,Model 4,"learning_rate = 0.1, max_depth = 7, n_estimators = 300",5,IXIC_YoY_Lag1,0.025796156376600266,0.38068288564682007
XGB,Model 4,"learning_rate = 0.1, max_depth = 7, n_estimators = 300",6,DJIA_YoY_Lag1,0.025409309193491936,0.40609219670295715
XGB,Model 4,"learning_rate = 0.1, max_depth = 7, n_estimators = 300",7,DJIA_YoY_Lag3,0.020814092829823494,0.4269062876701355
XGB,Model 4,"learning_rate = 0.1, max_depth = 7, n_estimators = 300",8,SOX_YoY_Lag3,0.019820857793092728,0.4467271566390991
XGB,Model 4,"learning_rate = 0.1, max_depth = 7, n_estimators = 300",9,FnG_YoY,0.019741110503673553,0.46646827459335327
XGB,Model 4,"learning_rate = 0.1, max_depth = 7, n_estimators = 300",10,RediscountRate_YoY_Lag2_last1,0.019619984552264214,0.48608824610710144
XGB,Model 4,"learning_rate = 0.1, max_depth = 7, n_estimators = 300",11,TotalUnempPct_YoY_Lag3_last1,0.018848128616809845,0.5049363970756531
XGB,Model 4,"learning_rate = 0.1, max_depth = 7, n_estimators = 300",12,FnG_YoY_Lag2,0.018355878069996834,0.5232923030853271
XGB,Model 4,"learning_rate = 0.1, max_depth = 7, n_estimators = 300",13,RediscountRate_YoY_last1,0.01753018982708454,0.5408225059509277
XGB,Model 4,"learning_rate = 0.1, max_depth = 7, n_estimators = 300",14,SP500_YoY,0.016626080498099327,0.5574485659599304
XGB,Model 4,"learning_rate = 0.1, max_depth = 7, n_estimators = 300",15,IXIC_YoY_Lag3,0.016553610563278198,0.5740021467208862
XGB,Model 4,"learning_rate = 0.1, max_depth = 7, n_estimators = 300",16,DJIA_YoY,0.016218947246670723,0.590221107006073
