Algorithm,Model,Dataset,Parameters,MSE,MAE,R-Squared,Adj-R-Squared
RF,Model 3,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100",0.004041,0.037649,0.547489,0.541355
RF,Model 3,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300",0.004010,0.037550,0.550932,0.544845
RF,Model 3,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 500",0.004026,0.037646,0.549152,0.543041
RF,Model 3,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 100",0.004269,0.038414,0.521929,0.515448
RF,Model 3,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 300",0.004198,0.038258,0.529897,0.523525
RF,Model 3,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 500",0.004209,0.038384,0.528662,0.522273
RF,Model 3,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100",0.004040,0.037800,0.547608,0.541476
RF,Model 3,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300",0.003953,0.037278,0.557395,0.551395
RF,Model 3,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500",0.003921,0.037169,0.560889,0.554937
RF,Model 3,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 10, n_estimators = 100",0.003724,0.035668,0.582976,0.577323
RF,Model 3,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 10, n_estimators = 300",0.003706,0.035531,0.584965,0.579340
RF,Model 3,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 10, n_estimators = 500",0.003706,0.035545,0.585037,0.579412
RF,Model 3,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",0.003862,0.036255,0.567490,0.561627
RF,Model 3,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",0.003820,0.036079,0.572230,0.566432
RF,Model 3,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",0.003821,0.036021,0.572125,0.566325
RF,Model 3,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 5, n_estimators = 100",0.003592,0.035351,0.597805,0.592353
RF,Model 3,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 5, n_estimators = 300",0.003569,0.035151,0.600351,0.594934
RF,Model 3,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 5, n_estimators = 500",0.003564,0.035064,0.600884,0.595474
RF,Model 3,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",0.002913,0.032212,0.673754,0.669332
RF,Model 3,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",0.002917,0.032205,0.673394,0.668966
RF,Model 3,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",0.002912,0.032192,0.673889,0.669468
RF,Model 3,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",0.002932,0.032233,0.671638,0.667187
RF,Model 3,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",0.002929,0.032214,0.672054,0.667609
RF,Model 3,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 500",0.002926,0.032201,0.672328,0.667887
RF,Model 3,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",0.002914,0.032214,0.673739,0.669317
RF,Model 3,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",0.002919,0.032214,0.673183,0.668753
RF,Model 3,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",0.002915,0.032199,0.673616,0.669192
RF,Model 3,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 100",0.005348,0.046087,0.401184,0.393067
RF,Model 3,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 300",0.005249,0.045497,0.412223,0.404256
RF,Model 3,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 500",0.005289,0.045688,0.407765,0.399737
RF,Model 3,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 20, n_estimators = 100",0.005379,0.046060,0.397697,0.389533
RF,Model 3,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 20, n_estimators = 300",0.005304,0.045702,0.406105,0.398055
RF,Model 3,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 20, n_estimators = 500",0.005278,0.045632,0.408944,0.400933
RF,Model 3,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 100",0.005397,0.046291,0.395663,0.387471
RF,Model 3,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 300",0.005271,0.045611,0.409745,0.401745
RF,Model 3,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 500",0.005317,0.045905,0.404596,0.396525
RF,Model 3,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 10, n_estimators = 100",0.004899,0.043777,0.451457,0.444022
RF,Model 3,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 10, n_estimators = 300",0.004810,0.043239,0.461358,0.454057
RF,Model 3,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 10, n_estimators = 500",0.004782,0.043019,0.464486,0.457227
RF,Model 3,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",0.004869,0.043581,0.454772,0.447381
RF,Model 3,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",0.004792,0.043072,0.463364,0.456090
RF,Model 3,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",0.004768,0.042912,0.466060,0.458823
RF,Model 3,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 5, n_estimators = 100",0.004879,0.043862,0.453650,0.446244
RF,Model 3,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 5, n_estimators = 300",0.004790,0.043235,0.463563,0.456292
RF,Model 3,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 5, n_estimators = 500",0.004764,0.042970,0.466479,0.459247
RF,Model 3,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",0.001496,0.024145,0.794902,0.794527
RF,Model 3,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",0.001493,0.024120,0.795350,0.794976
RF,Model 3,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",0.001491,0.024102,0.795650,0.795277
RF,Model 3,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",0.001675,0.025017,0.770415,0.769995
RF,Model 3,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",0.001673,0.025003,0.770615,0.770196
RF,Model 3,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 20, n_estimators = 500",0.001672,0.024987,0.770816,0.770397
RF,Model 3,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",0.001334,0.023490,0.817147,0.816813
RF,Model 3,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",0.001331,0.023468,0.817582,0.817249
RF,Model 3,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",0.001328,0.023450,0.817910,0.817577
RF,Model 3,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 10, n_estimators = 100",0.002529,0.032256,0.653349,0.652715
RF,Model 3,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 10, n_estimators = 300",0.002475,0.031941,0.660724,0.660104
RF,Model 3,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 10, n_estimators = 500",0.002469,0.031914,0.661541,0.660922
RF,Model 3,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 20, n_estimators = 100",0.002687,0.032950,0.631666,0.630993
RF,Model 3,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 20, n_estimators = 300",0.002642,0.032589,0.637749,0.637087
RF,Model 3,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 20, n_estimators = 500",0.002651,0.032607,0.636543,0.635879
RF,Model 3,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 5, n_estimators = 100",0.002297,0.031515,0.685060,0.684485
RF,Model 3,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 5, n_estimators = 300",0.002272,0.031266,0.688511,0.687941
RF,Model 3,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 5, n_estimators = 500",0.002275,0.031302,0.688074,0.687503
RF,Model 3,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 10, n_estimators = 100",0.002160,0.029694,0.703820,0.703278
RF,Model 3,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 10, n_estimators = 300",0.002141,0.029461,0.706431,0.705894
RF,Model 3,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 10, n_estimators = 500",0.002144,0.029427,0.706125,0.705588
RF,Model 3,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",0.002359,0.030406,0.676597,0.676006
RF,Model 3,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",0.002341,0.030240,0.679024,0.678437
RF,Model 3,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",0.002346,0.030231,0.678381,0.677793
RF,Model 3,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 5, n_estimators = 100",0.001976,0.029005,0.729088,0.728593
RF,Model 3,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 5, n_estimators = 300",0.001970,0.028951,0.729901,0.729407
RF,Model 3,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 5, n_estimators = 500",0.001968,0.028938,0.730164,0.729670
RF,Model 3,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",0.001257,0.021042,0.827732,0.827417
RF,Model 3,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",0.001252,0.021003,0.828346,0.828032
RF,Model 3,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",0.001252,0.020995,0.828419,0.828106
RF,Model 3,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",0.001571,0.023659,0.784611,0.784217
RF,Model 3,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",0.001570,0.023638,0.784774,0.784381
RF,Model 3,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 20, n_estimators = 500",0.001569,0.023628,0.784876,0.784483
RF,Model 3,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",0.000928,0.018262,0.872816,0.872584
RF,Model 3,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",0.000922,0.018201,0.873579,0.873348
RF,Model 3,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",0.000921,0.018187,0.873730,0.873500
RF,Model 3,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100",0.002090,0.028011,0.713552,0.713028
RF,Model 3,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300",0.002066,0.027851,0.716801,0.716283
RF,Model 3,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 500",0.002070,0.027885,0.716212,0.715693
RF,Model 3,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 100",0.002469,0.030330,0.661502,0.660883
RF,Model 3,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 300",0.002433,0.030154,0.666421,0.665811
RF,Model 3,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 500",0.002433,0.030175,0.666403,0.665794
RF,Model 3,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100",0.001709,0.025685,0.765694,0.765266
RF,Model 3,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300",0.001664,0.025350,0.771822,0.771405
RF,Model 3,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500",0.001656,0.025303,0.772999,0.772584
RF,Model 3,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 10, n_estimators = 100",0.001835,0.026000,0.748404,0.747944
RF,Model 3,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 10, n_estimators = 300",0.001819,0.025835,0.750679,0.750223
RF,Model 3,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 10, n_estimators = 500",0.001821,0.025826,0.750382,0.749926
RF,Model 3,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",0.002194,0.028296,0.699242,0.698692
RF,Model 3,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",0.002168,0.028112,0.702771,0.702227
RF,Model 3,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",0.002170,0.028089,0.702567,0.702023
RF,Model 3,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 5, n_estimators = 100",0.001452,0.023522,0.800981,0.800617
RF,Model 3,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 5, n_estimators = 300",0.001431,0.023276,0.803760,0.803401
RF,Model 3,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 5, n_estimators = 500",0.001430,0.023251,0.803984,0.803626
RF,Model 3,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",0.002116,0.028957,0.709931,0.709401
RF,Model 3,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",0.002113,0.028937,0.710391,0.709862
RF,Model 3,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",0.002112,0.028927,0.710409,0.709880
RF,Model 3,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",0.002143,0.028983,0.706253,0.705716
RF,Model 3,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",0.002140,0.028968,0.706570,0.706033
RF,Model 3,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 500",0.002141,0.028958,0.706559,0.706022
RF,Model 3,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",0.002093,0.028942,0.713022,0.712497
RF,Model 3,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",0.002090,0.028925,0.713521,0.712998
RF,Model 3,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",0.002089,0.028912,0.713685,0.713161
RF,Model 3,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 100",0.003778,0.040685,0.482051,0.481104
RF,Model 3,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 300",0.003697,0.040222,0.493115,0.492189
RF,Model 3,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 500",0.003703,0.040288,0.492293,0.491365
RF,Model 3,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 20, n_estimators = 100",0.003830,0.040825,0.474915,0.473955
RF,Model 3,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 20, n_estimators = 300",0.003758,0.040461,0.484881,0.483939
RF,Model 3,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 20, n_estimators = 500",0.003737,0.040377,0.487680,0.486744
RF,Model 3,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 100",0.003828,0.041017,0.475251,0.474292
RF,Model 3,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 300",0.003703,0.040377,0.492311,0.491383
RF,Model 3,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 500",0.003714,0.040483,0.490882,0.489952
RF,Model 3,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 10, n_estimators = 100",0.003378,0.038557,0.536944,0.536097
RF,Model 3,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 10, n_estimators = 300",0.003308,0.037950,0.546482,0.545653
RF,Model 3,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 10, n_estimators = 500",0.003294,0.037748,0.548491,0.547665
RF,Model 3,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",0.003383,0.038422,0.536189,0.535342
RF,Model 3,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",0.003330,0.037919,0.543443,0.542609
RF,Model 3,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",0.003318,0.037769,0.545073,0.544242
RF,Model 3,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 5, n_estimators = 100",0.003335,0.038493,0.542841,0.542005
RF,Model 3,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 5, n_estimators = 300",0.003284,0.037938,0.549753,0.548930
RF,Model 3,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 5, n_estimators = 500",0.003272,0.037728,0.551393,0.550573
RF,Model 4,Holdout Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",0.002782,0.031440,0.688453,0.684230
RF,Model 4,Holdout Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",0.002776,0.031410,0.689108,0.684893
RF,Model 4,Holdout Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",0.002774,0.031387,0.689405,0.685195
RF,Model 4,Holdout Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",0.002831,0.031523,0.683041,0.678744
RF,Model 4,Holdout Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",0.002816,0.031487,0.684643,0.680368
RF,Model 4,Holdout Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 20, n_estimators = 500",0.002814,0.031466,0.684870,0.680599
RF,Model 4,Holdout Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",0.002775,0.031359,0.689247,0.685035
RF,Model 4,Holdout Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",0.002753,0.031325,0.691716,0.687537
RF,Model 4,Holdout Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",0.002755,0.031306,0.691528,0.687347
RF,Model 4,Holdout Set,"max_depth = 10, max_features = log2, min_samples_leaf = 10, n_estimators = 100",0.004287,0.039562,0.519895,0.513387
RF,Model 4,Holdout Set,"max_depth = 10, max_features = log2, min_samples_leaf = 10, n_estimators = 300",0.004210,0.039250,0.528576,0.522186
RF,Model 4,Holdout Set,"max_depth = 10, max_features = log2, min_samples_leaf = 10, n_estimators = 500",0.004217,0.039272,0.527757,0.521355
RF,Model 4,Holdout Set,"max_depth = 10, max_features = log2, min_samples_leaf = 20, n_estimators = 100",0.004269,0.039523,0.521971,0.515491
RF,Model 4,Holdout Set,"max_depth = 10, max_features = log2, min_samples_leaf = 20, n_estimators = 300",0.004256,0.039336,0.523441,0.516982
RF,Model 4,Holdout Set,"max_depth = 10, max_features = log2, min_samples_leaf = 20, n_estimators = 500",0.004260,0.039389,0.522980,0.516514
RF,Model 4,Holdout Set,"max_depth = 10, max_features = log2, min_samples_leaf = 5, n_estimators = 100",0.004126,0.039138,0.537995,0.531733
RF,Model 4,Holdout Set,"max_depth = 10, max_features = log2, min_samples_leaf = 5, n_estimators = 300",0.004171,0.039327,0.532882,0.526550
RF,Model 4,Holdout Set,"max_depth = 10, max_features = log2, min_samples_leaf = 5, n_estimators = 500",0.004178,0.039299,0.532172,0.525831
RF,Model 4,Holdout Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 10, n_estimators = 100",0.003880,0.037327,0.565574,0.559685
RF,Model 4,Holdout Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 10, n_estimators = 300",0.003841,0.036946,0.569883,0.564053
RF,Model 4,Holdout Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 10, n_estimators = 500",0.003830,0.036860,0.571158,0.565345
RF,Model 4,Holdout Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",0.003953,0.037451,0.557336,0.551336
RF,Model 4,Holdout Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",0.003943,0.037186,0.558435,0.552449
RF,Model 4,Holdout Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",0.003923,0.037133,0.560658,0.554702
RF,Model 4,Holdout Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 5, n_estimators = 100",0.003768,0.036723,0.578052,0.572333
RF,Model 4,Holdout Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 5, n_estimators = 300",0.003742,0.036676,0.580991,0.575311
RF,Model 4,Holdout Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 5, n_estimators = 500",0.003742,0.036680,0.580923,0.575243
RF,Model 4,Holdout Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",0.002779,0.031550,0.688779,0.684560
RF,Model 4,Holdout Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",0.002774,0.031481,0.689423,0.685214
RF,Model 4,Holdout Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",0.002771,0.031454,0.689715,0.685509
RF,Model 4,Holdout Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",0.002829,0.031572,0.683219,0.678925
RF,Model 4,Holdout Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",0.002813,0.031508,0.684949,0.680679
RF,Model 4,Holdout Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 20, n_estimators = 500",0.002811,0.031485,0.685247,0.680980
RF,Model 4,Holdout Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",0.002772,0.031586,0.689592,0.685384
RF,Model 4,Holdout Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",0.002753,0.031483,0.691693,0.687514
RF,Model 4,Holdout Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",0.002754,0.031438,0.691554,0.687373
RF,Model 4,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100",0.004086,0.037941,0.542475,0.536273
RF,Model 4,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300",0.004062,0.037745,0.545103,0.538937
RF,Model 4,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 500",0.004038,0.037656,0.547879,0.541751
RF,Model 4,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 100",0.004229,0.038614,0.526381,0.519961
RF,Model 4,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 300",0.004180,0.038357,0.531887,0.525542
RF,Model 4,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 500",0.004182,0.038346,0.531646,0.525297
RF,Model 4,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100",0.003895,0.037317,0.563807,0.557894
RF,Model 4,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300",0.003889,0.037028,0.564542,0.558640
RF,Model 4,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500",0.003892,0.036990,0.564146,0.558238
RF,Model 4,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 10, n_estimators = 100",0.003671,0.035573,0.588971,0.583399
RF,Model 4,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 10, n_estimators = 300",0.003685,0.035512,0.587323,0.581729
RF,Model 4,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 10, n_estimators = 500",0.003688,0.035496,0.586984,0.581385
RF,Model 4,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",0.003843,0.036251,0.569661,0.563828
RF,Model 4,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",0.003807,0.036011,0.573648,0.567868
RF,Model 4,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",0.003799,0.035968,0.574540,0.568773
RF,Model 4,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 5, n_estimators = 100",0.003636,0.035529,0.592862,0.587343
RF,Model 4,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 5, n_estimators = 300",0.003596,0.035281,0.597350,0.591892
RF,Model 4,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 5, n_estimators = 500",0.003578,0.035123,0.599293,0.593862
RF,Model 4,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",0.002934,0.032335,0.671463,0.667010
RF,Model 4,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",0.002939,0.032342,0.670932,0.666472
RF,Model 4,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",0.002938,0.032326,0.670996,0.666536
RF,Model 4,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",0.002962,0.032381,0.668347,0.663852
RF,Model 4,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",0.002958,0.032354,0.668789,0.664299
RF,Model 4,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 500",0.002956,0.032337,0.668996,0.664510
RF,Model 4,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",0.002943,0.032350,0.670448,0.665981
RF,Model 4,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",0.002937,0.032343,0.671121,0.666663
RF,Model 4,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",0.002939,0.032338,0.670871,0.666410
RF,Model 4,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 100",0.005434,0.046341,0.391541,0.383293
RF,Model 4,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 300",0.005314,0.045730,0.404972,0.396907
RF,Model 4,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 500",0.005319,0.045877,0.404343,0.396269
